text,risk_level,risk_label
"WHEAT FLOUR, Natural Cereal Fibre, WATER, MANGO PULP",2,Safe
"Whole Wheat, antioxidant, Refined Wheat Flour, SYNTHETIC FOOD COLOURS, LEMON JUICE CONCENTRATE, REFINED PALMOLEIN",5,High Risk
"WATER, Refined Palm Oil, WHEAT BRAN",3,Moderate
"wheat gluten, COCOA SOLIDS, Cumin Seed, Black Salt, VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), COCOA SOLIDS",1,Very Safe
"SUGAR, wheat flour, palm oil, edible vegetable oil (palm oil), Acidity Regulator(Ins 330 & Ins 260), Mineral (Zinc B, Vitamin E (Acetate), REFINED WHEAT FLOUR (MAIDA), SALT, edible starch",4,Concerning
"lodized salt, Soy Sauce Powder (soybean, wheat, salt), Whole Wheat Flour(Atta), milk, BUTTER, Bengal Gram Dal",2,Safe
ANTIOXIDANT(E300); Edible Vegetable Fat; INVERT SUGAR SYRUP; Humectant (4510); INVERT SUGAR SYRUP; cereal products; spices; corn flour; Refined Wheat Flour (Maida); REFINED WHEAT FLOUR,4,Concerning
wheat flour | Artificial Flavouring Substance Vanilla And Milk | ACIDITY REGULATOR (CITRIC ACID) | Acidity Regulator(INS 330 & INS 260) | Preservative (Ins234) | WATER | artificial flavourin substances | hydrogenated vegetable oil | CLASS II PRESERVATIVE | Refined Soyabean Oil | ROCK SALT | Synthetic Food Colours (E102 & E133),5,High Risk
"WATER, MILK SOLIDS",1,Very Safe
Salt | TURMERIC POWDER | Liquid glucose | natural food colour (150) | refined wheat flour (maida) | PURIFIED WATER | COCOA BUTTER | VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL) | SUGAR | Refined Soyabean Oil | WATER,3,Moderate
"Invert Syrup, rice flour, Organic Whole Millets Flour, liquid glucose, Hydrogenated vegetable fats, HYDROGENATED VEGETABLE FATS",3,Moderate
Jaggery; Wheat Gluten; turmeric powder; Refined Wheat flour (Maida); Whole Wheat Flour(Atta); sugar; refined wheat flour (maida); refined palm oil; liquid glucose; Refined Wheat Flour (53%); refined wheat flour; SUGAR,3,Moderate
Antioxidant (300).,4,Concerning
"VITAMIN B2 (RIBOFLAVIN), black salt, Dry Fruits Powder",1,Very Safe
"ACIDITY REGULATOR (INS-330), Palm oil, Sugar, PALMOLIEN OIL, WHEAT BRAN, Leavening Agents ((5000), 503)), PALMOLIEN OIL, Refined Wheat Flour (Maida), ARTIFICIAL FLAVOURIN SUBSTANCES, Malt Extract, refined palm oil",5,High Risk
"SOYA FLOUR, Hydrogenated Vegetable Fats, BLACK SALT, Edible Common Salt",2,Safe
"Synthetic Food Colour (Ins 133), SODIUM HYDROGEN CARBONATE (RAISING AGENT, E500 (II)), refined palm oil, SYNTHETIC FOOD COLOURS (INS 102 & 133), synthetic food colours (ins 102 & 133), Sodium Polyphosphate (Emulsifying Agent, E452(i)), cocoa solids, palm oil",5,High Risk
"SUGAR, VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), REFINED PALM OIL, STABILIZER (INS 170), WHEAT FLOUR, Class Ii Preservative (Ins-211), dry fruits powder, Refined Wheat Flour, Ragi Flour, EMULS 472E, 481 (1), Bengal Gram",4,Concerning
"wheat bran, Tomato Powder, Sugar, WATER, SWEETENERS( 951, 950), CLASS II PRESERVATIVE, SWEETENERS( 951, 950), SUGAR, SYNTHETIC FOOD COLOURS, salt",5,High Risk
organic whole wheat flour,1,Very Safe
"Sugar, ORGANIC WHOLE WHEAT FLOUR, LEMON JUICE CONCENTRATE, Sugar, PEANUT",2,Safe
"Jaggery, Vitamin B2 (Riboflavin)",1,Very Safe
"RAISING AGENTS [503(II),500(II)], WHEAT GLUTEN, Ragi Flour, EMULSIFIERS [481(i), 471 & 472e], Sugar, INVERT SYRUP, EDIBLE COMMON SALT, NATURAL SPICE OILS, Refined Palm Oil, Wheat Flour",4,Concerning
"Black Salt, Wheat Gluten, Yeast, NATURAL CEREAL FIBRE",1,Very Safe
"ACIDITY REGULATORS (330, 331()); sugar; NATURAL FOOD COLOUR (150); Yeast; refined palmolein oil; Antioxidant (INS 300).; Palm oil; refined palm oil",4,Concerning
"sugar, edible vegetable oil (palm), Whole Wheat Flour, WATER, Spices & Condiments, Maize Starch",2,Safe
"orange fruit powder, RICE FLAKES, INVERT SYRUP, Organic Whole Wheat Flour, Raising Agents [503 (Ii), 500 (Ii) ), cocoa butter",4,Concerning
"PALM OIL, Salt, Palmolein, Edible Common Salt, wheat gluten, EMULSIFIERS (E322, E476)., ACIDITY REGULATOR (INS-330), flavouring substances-chocolate, Refined Wheat Flour (Maida), orange juice, INVERT SUGAR SYRUP",4,Concerning
"Organic Jaggery | Refined Wheat Flour | REFINED PALM OIL | ACIDITY REGULAR (INS-330) | spices & condiments | HYDROGENATED VEGETABLE OIL | HYDROGENATED VEGETABLE FAT | acidity regulators (338, 331, 330)",4,Concerning
"WHEAT FLOUR (MAIDA), Antioxidant (300)., Palmolein",4,Concerning
"FERROUS CITRATE, SUGAR, Refined Palm Oil, HYDROGENATED VEGETABLE FAT, flavour enhancer (635), Cocoa solids, Sodium Hydrogen Carbonate (Raising Agent, E500 (ii))",5,High Risk
EDIBLE COMMON SALT; added orange flavour; REFINED PALMOLEIN OIL; Sugar,4,Concerning
"Edible Common Salt, ACIDITY REGULATORS (5000), 5010))&170(0)), SUGAR, lodized salt, SYNTHETIC FOOD COLOUR (INS 133), ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES",5,High Risk
"NATURAL FOOD COLOUR (150), FRUIT AND VEGETABLE EXTRACTS, Palmolein, EDIBLE VEGETABLE OIL, Wheat flour (Maida), SOYA FLOUR, Guava Pulp, EDIBLE COMMON SALT, Humectant (4510)",4,Concerning
"SUCROSE, ROLLED OATS, NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, Soy Sauce Powder (Soybean, Wheat, Salt), Corn Flour",2,Safe
Stabilizer (407),4,Concerning
Flour Treatment Agent (1100); Edible Common Salt; Sugar; refined wheat flour; EDIBLE VEGETABLE OIL (PALM); SUGAR,4,Concerning
"liquid glucose, Ragi, mango pulp, COCOA SOLIDS, EDIBLE COMMON SALT, Invert Syrup",3,Moderate
"ARTIFICIAL SWEETENERS, Palmolein, refined wheat flour, MALTITOL (965), NATURAL COLOUR (150d), Spices, Invert Sugar Syrup",5,High Risk
NATURAL FOOD COLOUR (150); palmolein; Palm Oil,3,Moderate
"Edible Starch, choco cream, Ragi Flour, Sugar, MALT EXTRACT, Cocoa Solids",2,Safe
"SUGAR, wheat bran, FRUIT JUICE POWDER",2,Safe
"REFINED WHEAT FLOUR, Invert Syrup, RAGI FLOUR, EDIBLE VEGETABLE OIL, REFINED PALMOLEIN",3,Moderate
"Bengal Gram Dal, Butter, SOY SAUCE POWDER (SOYBEAN, WHEAT, SALT), improver [blend of antioxidant 300, anticaking agent 170(i) & flour improver 1100], synthetic food colour (ins 133), SUGAR, SYNTHETIC FOOD COLOURS, emuls 472e, 481 (1), BUTTER, SYNTHETIC FOOD COLOUR (INS-122)(INS-124), potassium chloride (gelling agent, e508)",5,High Risk
refined wheat flour (53%); Malt Extract; acidity regulator (330); Whole Wheat Flour; Milk Solids; LIQUID GLUCOSE; WHEAT FLOUR (MAIDA),4,Concerning
Stabilizer (407) | Refined Wheat Flour | LIQUID GLUCOSE | Class II Preservative (INS-211) | Edible vegetable oil (Palm oil) | edible common salt | IMPROVERS[170(1) 510] | PALM OIL,4,Concerning
"COCOA SOLIDS, SUNFLOWER OIL, WHEAT GLUTEN, Ragi Flour, Red Chilli Powder",1,Very Safe
liquid glucose,3,Moderate
"Acidity Regular (Ins-330), REFINED SOYABEAN OIL, SWEETENER (955)., Refined Wheat Flour (Maida), Water, sugar",5,High Risk
Liquid Glucose; Refined Wheat Flour; Acidity Regulator(INS 330 & INS 260); LIQUID GLUCOSE,4,Concerning
"Sugar, MALTODEX- TRIN, Emulsifier (322), Hydrogenated vegetable fats, WHEAT FLOUR, GLUTEN, emulsifier ((471),460())",4,Concerning
"WHEAT FLOUR, CLASS II PRESERVATIVE, Edible Palm Oil, Liquid Glucose, Added Orange Flavour",4,Concerning
"cocoa solids, WATER, RICE FLOUR",1,Very Safe
"cocoa solids, Refined Palm Oil, RAISING NTS (INS 503(II), INS 500(II), INS 450(I)), COCOA SOLIDS (0.7%), edible palm oil, Mixed Spices, liquid glucose, palm oil, REFINED SUGAR, ACIDITY REGULATOR (330)",4,Concerning
"EDIBLE VEGETABLE OIL (PALM), salt, raising agents [503 (ii), 500 (ii) ), Refined Palm Oil, RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%), EMULSIFIER (SOYA LECITHIN), Mixed Spices, Antioxidant (Ins 307B), Refined Palmolein oil, SYNTHETIC FOOD COLOURS (110, 102)",5,High Risk
"INVERT SYRUP, ANTICAKING AGENT E551, sodium hydrogen carbonate (raising agent, e500 (ii)), REFINED SOYABEAN OIL",4,Concerning
"DOUGH CONDITIONER (223), butter, Milk Solids",4,Concerning
"Mineral (Zinc B, Vitamin E (Acetate), LIQUID GLUCOSE, Leavening agents ((5000), 503)), Artificial Flavouring Substances-Vanilla, Chocolate",5,High Risk
"sugar, ALMOND, Purified Water, asafoetida",2,Safe
"FLOUR, IODISED SALT, Milk",2,Safe
"REFINED PALMOLEIN OIL, sugar, PEANUT, SUGAR, Refined Wheat Flour (Maida)",3,Moderate
"NATURAL COLOUR (160a (i)) | HONEY | LEMON JUICE CONCENTRATE | INVERT SUGAR SYRUP | MINERAL (ZINC B, VITAMIN E (ACETATE) | food colours (171, 110, 102),",4,Concerning
"EMULSIFIERS (322,472e,471)",4,Concerning
"Refined Wheat Flour, Invert Syrup, whole wheat flour(atta)",3,Moderate
"edible vegetable oil, Red Chilli Powder, SUGAR, noodle powder, Ragi, MILK SOLIDS",2,Safe
INVERT SUGAR SYRUP; Organic Jaggery; ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; refined sugar; edible vegetable oil; INVERT SUGAR SYRUP,5,High Risk
"spices, carbonated water, Glucose, toned milk",1,Very Safe
Refined Soyabean Oil; flax & sesame seeds; ANTIOXIDANT; leavening agent (ins 500 {i}); Sugar,4,Concerning
Refined Wheat Flour (53%); DOUGH CONDITIONER (223); Hydrogenated Vegetable Fat; ACIDITY REGULATOR(INS 330 & INS 260); class ii preservative,4,Concerning
"Maltodex- Trin, dry fruits powder, SUGAR, LIQUID GLUCOSE, FRUIT JUICE POWDER, Natural Colour (150D), natural food colour (150)",4,Concerning
"INVERT SYRUP, palmolein, Palm Oil, Edible Common Salt, SPICES AND CONDIMENTS, WATER",3,Moderate
"PALMOLEIN, Emulsifier (Soya Lecithin), stabilizer (ins 170), emulsifier (soya lecithin), Palmolein, FLAVOURING SUBSTANCE, spices & condiments, Acidity Regulator (E260), SUGAR",4,Concerning
Added Flavour Substances,4,Concerning
Hydrogenated Vegetable Oil,2,Safe
"SODIUM HYDROGEN CARBONATE (RAISING AGENT, E500 (II)), Orange Juice Concentrate, Refined Wheat Flour, Liquid Glucose, EDIBLE VEGETABLE OIL (PALM OIL), REFINED PALMOLEIN, Refined Soyabean Oil, COCOA BUTTER, Butter, SODIUM BENZOATE (INS 211)., acidity regulator (ins 330)",5,High Risk
"PEANUT, SYNTHETIC FOOD COLOUR-124, Fruit Juice Powder, Refined Palmolein, FLAVOUR ENHANCER (635), DOUGH CONDITIONER (223), synthetic food colour (ins 133), salt, Palm Oil",5,High Risk
"Sugar, Antioxidant (Ins 322(1)), PALM OIL, Invert Sugar Syrup, choco cream, Wheat Bran, IMPROVERS[170(1) 510], Tricalcium Phosphate, REFINED PALM OIL, edible common salt, wheat flour (maida)",4,Concerning
"refined wheat flour (maida), cocoa solids, Palm Oil, EDIBLE PALM OIL, FRUIT AND VEGETABLE EXTRACTS",3,Moderate
Toned Milk Dahi,1,Very Safe
"acidity regulator (ins 260), Synthetic Food Colours, Bengal Gram, leavening agent",5,High Risk
"Edible Palm Oil, Refined Palm Oil, Cocoa Butter, refined sugar",3,Moderate
"CORN FLOUR, Gluten",2,Safe
EDIBLE VEGETABLE OIL (PALM); refined palmolein; flavouring substance; SUGAR; BUTTER; sweetener (955).; REFINED WHEAT FLOUR; Flour Treatment Agent (1100); Jaggery; Liquid glucose; WHEAT FLOUR,5,High Risk
"Sugar, Salt, Sugar, cumin seed, Sugar",2,Safe
"Butter, sugar, MINERAL (ZINC B, VITAMIN E (ACETATE), Milk Solids, Edible Common Salt, Water",2,Safe
"Refined Palmolein | stabilisers (415, 466, 1400), | stabilizer (pectin) | COCOA BUTTER | Refined Soyabean Oil | Edible Vegetable Oil | refined palmolein oil | refined palm oil | Palmolien Oil | THICKENER (508) | added orange flavour | ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK",5,High Risk
"EMULSIFIERS (E322, E476).",4,Concerning
"LODIZED SALT, Edible Vegetable Oils (Palm), whole wheat, EDIBLE VEGETABLE OIL",2,Safe
"Added Flavour (Natural Flavouring Substances, LIQUID GLUCOSE, Palmolien Oil, sodium benzoate (ins 211).",5,High Risk
"Spices, WHOLE WHEAT FLOUR(ATTA), BLACK SALT, Cinnamon",1,Very Safe
flavour enhancers (ins 627&ins 631).; humectant (4510); SUGAR; Sodium Benzoate (Ins 211).; LIQUID GLUCOSE; ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK,5,High Risk
"SUGAR | Natural Cereal Fibre | artificial flavouring substances-vanilla, chocolate | REFINED PALM OIL | Sugar | Refined Wheat Flour | ACIDITY REGULATOR (INS 260) | HUMECTANT (4510) | INVERT SUGAR SYRUP",5,High Risk
water,1,Very Safe
sugar,2,Safe
"Rock Salt, Organic Whole Wheat Flour",1,Very Safe
"Water, MIXED SPICES",1,Very Safe
"SUGAR, ACIDITY REGULATORS (338, 331, 330), MIXED FRUIT, Emulsifiers (Ins 322(1), Ins 471)., SUGAR",4,Concerning
"Dehydrated Vegetables (Carrot, Parsley), ORGANIC WHOLE WHEAT FLOUR, Peas, Mango Pulp",1,Very Safe
"improver [blend of antioxidant 300, anticaking agent 170(i) & flour improver 1100]",4,Concerning
"Wheat Flour (Maida), Sugar, REFINED SOYABEAN OIL, Organic Jaggery, Mixed spices, DRY FRUITS POWDER",3,Moderate
"ANTICAKING AGENT(INS 554); water; edible palm oil; Leavening agents ((5000), 503)); Refined Palm Oil; Wheat flour (Maida)",4,Concerning
Refined Palmolein oil; sugar; Liquid Glucose; ACIDITY REGULATOR (INS 330).,4,Concerning
"edible vegetable oil (palm oil), SALT, salt, Fruit And Vegetable Extracts, Guava Pulp, MALTODEX- TRIN",2,Safe
"WHEAT FLOUR (MAIDA), INVERT SYRUP, SUNFLOWER OIL, Refined Wheat Flour (Maida), HYDROGENATED VEGETABLE FATS",3,Moderate
"sugar, SUGAR",2,Safe
"sugar, Jaggery, ANTICAKING AGENT E551, ANTIOXIDANT, ANTICIDANT [300], Refined Wheat Flour (53%), CARBONATED WATER, REFINED PALM OIL, acidity regulator (ins 330), Thickener (508), Edible Vegetable Oil (Palmolein Oil)",4,Concerning
"Spices And Condiments, Flax & Sesame Seeds, wheat gluten, Flax & Sesame Seeds, DOUBLE TONED MILK",1,Very Safe
"Rock Salt, Edible Vegetable Oil (Soyabean, Palmolein), FLOUR TREATMENT AGENT (1100), acidity regulators (330, 331()), Synthetic Food Colour (Ins 133), Refined Wheat Flour",5,High Risk
"PEAS, PURIFIED WATER",1,Very Safe
Wheat flour (Maida) | Sucrose | Maize Starch | Milk Solids | ARTIFICIAL FLAVOURIN SUBSTANCES,5,High Risk
"ACIDITY REGULATORS (330, 331())",4,Concerning
"NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, Jaggery, refined wheat flour, Hydrogenated Vegetable Fats, Refined Palm Oil",3,Moderate
"Acidity Regulator (Ins 330), EMULSIFIERS (INS 322(1), INS 471)., Refined Palmolein Oil, ANTIOXIDANT (300)., Edible Vegetable Oil (Palmolein Oil), Refined Palm Oil",4,Concerning
"EDIBLE STARCH, IODISED SALT, Hydrogenated Vegetable Oil",2,Safe
"Edible Vegetable Oil (Soyabean, Palmolein) | iodized salt | Rock Salt",2,Safe
"Orange Juice Concentrate, raising agents[503(ii),500 (ii),450(1)], refined wheat flour (53%), Contains Permitted Natural Colour, emulsifier (ins 322), Milk Solids, SYNTHETIC FOOD COLOUR (INS 133), guava pulp, CEREAL PRODUCTS",5,High Risk
Sucrose | NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | HYDROGENATED VEGETABLE OIL | Wheat Flour | Nature Identical Flavouring Substances Chocolate | Refined Palm Oil | Refined Wheat Flour (Maida) | REFINED WHEAT FLOUR | Invert Sugar Syrup | Artificial Flavoring Substance.,5,High Risk
"refined wheat flour, Guava Pulp, Flax & Sesame Seeds, Peanut, Refined Wheat flour (Maida)",3,Moderate
"Refined Palm Oil, Sugar, refined wheat flour, EDIBLE COMMON SALT, Milk solids, REFINED PALMOLEIN OIL",3,Moderate
"edible vegetable oil (palm), VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL), palmolein, acidity regular (ins-330), Sugar, Salt, Water, Antioxidant (Ins 320)",5,High Risk
"Refined Palm Oil, edible vegetable oil (soyabean, palmolein), LIQUID GLUCOSE, Refined Wheat flour (Maida)",3,Moderate
Anticaking Agent (Ins 551); SUGAR; Edible Vegetable Oil (Palmolein Oil); Fruit And Vegetable Extracts; toned milk dahi,4,Concerning
"Artificial Flavour Substances (Rose), sugar, Sugar, Stabilizer (Ins 170), invert syrup, Sodium Hydrogen Carbonate (Raising Agent, E500 (Ii)), CORN FLOUR, organic whole wheat flour, Sugar, FLAVOUR ENHANCERS (INS 627&INS 631).",5,High Risk
Artificial Flavouring Substances Ethyl Vanillin | PRESERVATIVE (282) | edible salt | WATER | APPLE ACIDITY REGULATOR 330 | COLOUR (INS 150D) | liquid glucose,5,High Risk
"REFINED SUGAR, purified water, edible palm oil, SWEETENER (955)., ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, stabilizer (ins 170), Liquid glucose, GLUCOSE",5,High Risk
"Mineral (Calcium Carbonate), Milk Solids, Cocoa Solids, vitamin a (ace vitamin d2 (ergocalciferol), Almond",1,Very Safe
"Double Toned Milk, WHOLE WHEAT FLOUR, Flax & Sesame Seeds, CHOCO CRÈME",1,Very Safe
EDIBLE SALT | INVERT SUGAR SYRUP | Honey | INVERT SYRUP | STABILIZER (PECTIN) | refined wheat flour (maida) | SUGAR,4,Concerning
"SALT, Carbonated Water, CUMIN SEED, edible vegetable oil (palm), Water, Organic Whole Wheat Flour",2,Safe
"SALT, flax & sesame seeds, Purified Water, Yeast, SPICES, fruit and vegetable extracts",2,Safe
"salt, SUCROSE, Sugar, Acidity Regulators (5000), 5010))&170(0)), Food Colours (171, 110, 102),, Edible Vegetable Fat, RAISING AGENTS[503(ii),500 (ii),450(1)], sugar",4,Concerning
Refined Palmolein,3,Moderate
"WATER, ORANGE JUICE, REFINED PALMOLEIN OIL, SUGAR, butter",3,Moderate
"REFINED WHEAT FLOUR, glucose, REFINED PALM OIL, FRUIT JUICE POWDER, Vitamin B2 (Riboflavin)",3,Moderate
"cocoa solids, Milk solids",1,Very Safe
"Flavouring Substance; maltodex- trin; anticaking agent e551; REFINED PALM OIL; TERTIARY BUTYLHYDROQUINONE (ANTIOXIDANT, E319); Maltodex- Trin; ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES",5,High Risk
"Edible Vegetable Fat, MILK SOLIDS",2,Safe
"Acidity Regulator (Ins 330), salt, INVERT SYRUP, Oats, SYNTHETIC FOOD COLOURS, VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), WHEAT FLOUR, Soya Flour, Synthetic Food Colours (Ins 102 & 133)",5,High Risk
"LIQUID GLUCOSE, Salt, REFINED PALM OIL, rice flour, Refined sugar",3,Moderate
ANTICAKING AGENT (INS 551),4,Concerning
"stabilisers (415, 466, 1400), | SUGAR | sugar | sugar | ACIDITY REGULAR (INS-330) | Anticaking Agent (Ins 551) | palm oil | INVERT SUGAR SYRUP | REFINED PALM OIL | LIQUID GLUCOSE | SUGAR",4,Concerning
"Milk Solids; Refined Wheat Flour (Maida); EMULSIFIER; stabilisers (415, 466, 1400),; refined soyabean oil; ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE",5,High Risk
"REFINED WHEAT FLOUR, Sugar",3,Moderate
edible common salt; PALM OIL; LIQUID GLUCOSE; Natural Colour (160A (I)),4,Concerning
Acidity regulator (339(1)); palm oil; Toned Milk; acidity regulator (330); ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; Refined Sugar; Salt; Sodium Benzoate (INS 211).; edible vegetable oil; Edible Common Sequestrant (339(1)),5,High Risk
invert sugar syrup | REFINED PALM OIL | Sugar | SUGAR | sugar | Whole Wheat Flour(Atta) | palm oil | Refined Soyabean Oil,3,Moderate
"Malt Extract, Edible Common Salt, EDIBLE VEGETABLE OILS (PALM), sugar",2,Safe
"PALM OIL; EDIBLE COMMON SALT; ACIDITY REGULATOR (INS 330); refined palm oil; EMULSIFIERS (INS 322(1), INS 471).; EMULSIFIER (INS 322)",4,Concerning
"DOUBLE TONED MILK, water, Rock Salt, Organic Jaggery, WATER, Turmeric Powder",1,Very Safe
Colour (Ins 150D),4,Concerning
"acidity regulator (ins 260), HYDROGENATED VEGETABLE OIL, Invert Syrup, FLAVOUR ENHANCER (635), Wheat flour (Maida), liquid glucose, REFINED PALM OIL, Sugar, Glucose, Emulsifiers [471,481 (I)], Anticaking Agent(Ins 554)",5,High Risk
ACIDITY REGULATOR (INS-330),4,Concerning
"PALMOLEIN, refined palm oil, Refined Sugar, CEREAL PRODUCTS",3,Moderate
"ADDED ORANGE FLAVOUR, ANTIOXIDANT (INS 320), invert syrup, Cinnamon, REFINED PALM OIL, cereal products, Natural Spice Extracts, rock salt, TONED MILK, corn flour, Acidity Regulator (330), SPICES",5,High Risk
"Sugar, HYDROGENATED VEGETABLE FATS, edible vegetable oils (palm), vitamin b2 (riboflavin), Sugar, corn flakes",2,Safe
"refined palm oil, ACIDITY REGULATOR (INS 330), Wheat Flour, Malt Extract, stabilizer (pectin), Anticaking Agent E551",4,Concerning
"Anticaking Agent (INS 551), SALT, EDIBLE PALM OIL, GLUTEN, Refined sugar, wheat flour, refined palmolein oil, IMPROVERS[170(1) 510], SUGAR, Palm oil, choco cream",4,Concerning
"MILK SOLIDS, Rice Flour",1,Very Safe
"edible vegetable fat, Sugar, SUCROSE, Sugar",2,Safe
"Palm Oil, REFINED SUGAR, LIQUID GLUCOSE, Edible Common Salt, REFINED SUGAR",3,Moderate
"REFINED WHEAT FLOUR, WATER, Cinnamon, NATURAL SPICE OILS",3,Moderate
"COLOUR(S) (INS 150c, INS 150d); Wheat Flour; Sugar; Refined Wheat Flour; FLAVOUR ENHANCERS E627 E631; refined palm oil",5,High Risk
"lodized Salt, Acidity Regulator (Ins-330), salt, edible salt, natural food colour (150), sodium benzoate (ins 211)., Flavouring Substances",5,High Risk
"REFINED PALMOLEIN, Sugar, Sugar, cumin seed",3,Moderate
"SOYA FLOUR, Water, palmolien oil, Sunflower Oil, Sugar",2,Safe
"Caffeine, Orange Juice, sunflower oil",1,Very Safe
"refined sugar, FERROUS CITRATE, Edible Common Salt, Sugar",3,Moderate
"Refined Soyabean Oil, Palmolein, Refined Palm Oil, wheat flour, Rock Salt",3,Moderate
"Cinnamon, NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, wheat gluten",2,Safe
"Edible Common Salt, CORN FLOUR",2,Safe
"Organic Whole Millets Flour, WHEAT BRAN, PEANUT, Cinnamon, Organic Whole Millets Flour, Dry Fruits powder",1,Very Safe
"Emulsifier (INS 322), SUGAR, STABILIZER (407), antioxidant",4,Concerning
"cocoa solids | Cumin Seed | Sugar | Iodized salt | edible vegetable oil (mustard oil) | Acidity Regulator (INS 260) | Wheat Flour | Leavening agents ((5000), 503)) | SYNTHETIC FOOD COLOURS (E102 & E133) | wheat gluten | Flax & Sesame Seeds | malt extract",5,High Risk
Jaggery,1,Very Safe
tricalcium phosphate | edible vegetable oil (palm) | Palm oil | Mixed Spices | Rice Flakes | HYDROGENATED VEGETABLE OIL | class ii preservatives (e282) | NOODLE POWDER | invert syrup | Edible Common Salt,4,Concerning
"EDIBLE COMMON SALT, SUCROSE",2,Safe
"sugar, REFINED PALM OIL, Maltodex- Trin, PERMITTED EMULSIFIER (E481()), REFINED SUGAR, edible vegetable oil (palm oil), WHEAT GLUTEN, SUCROSE, Ragi",4,Concerning
Orange Fruit Powder,2,Safe
"Mango Pulp, GLUTEN, Cinnamon",1,Very Safe
sugar | SUGAR | edible palm oil | EDIBLE VEGETABLE OIL | SUGAR | EDIBLE VEGETABLE FAT | LIQUID GLUCOSE | class ii preservative (ins-211) | INVERT SYRUP | EDIBLE COMMON SEQUESTRANT (339(1)),4,Concerning
"REFINED PALMOLEIN OIL, refined wheat flour, Invert Sugar Syrup, cocoa solids, Palm Oil, palmolein",3,Moderate
"anticidant [300], Preservative-211, Natural Food Colour (150), Edible Vegetable Oils (Palm), EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415), PEAS, REFINED WHEAT FLOUR, leavening agent (ins 500 {i}), liquid glucose, palmolein",4,Concerning
"SOYA FLOUR | EMULSIFIER ((471),460()) | sweetener (960) | Refined Palm Oil | Wheat Flour | Refined Palmolein | Soy Sauce Powder (Soybean, Wheat, Salt) | emulsifying stabilizing agents (ins 414, ins 331, ins 415) | Liquid Glucose | SYNTHETIC FOOD COLOURS (INS 102 & 133) | LEMON JUICE CONCENTRATE | REFINED PALM OIL",5,High Risk
"Refined Palmolein, Refined Palmolein oil, ACIDITY REGULATORS (330, 331()), BLACK SALT, Sugar, REFINED PALM OIL, Iodized Salt, THICKENERS (508 & 412), Sugar, antioxidant (ins 300)., ACIDITY REGULATOR (E260), Wheat flour (Maida)",4,Concerning
"Butter; INVERT SYRUP; stabilizer (ins 170); Butter; Colour(S) (Ins 150C, Ins 150D)",4,Concerning
"edible palm oil | NATURAL COLOUR (150d) | INVERT SYRUP | EMULSIFIERS (E322, E476). | Malt Extract | Refined Wheat Flour (Maida) | DOUBLE TONED MILK",4,Concerning
"refined wheat flour (maida), honey, Cumin Seed, liquid glucose",3,Moderate
edible common sequestrant (339(1)) | ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN | Palm Oil | SALT | REFINED PALM OIL | REFINED WHEAT FLOUR | Sugar | FLAVOURING SUBSTANCES,5,High Risk
"Salt, MILK, Sugar, Dry Fruits Powder, tricalcium phosphate",2,Safe
"REFINED PALM OIL | Antioxidant (300). | Refined Palm Oil | refined wheat flour | cinnamon | MALTODEX- TRIN | SUGAR | REFINED PALM OIL | refined wheat flour | Sodium Polyphosphate (Emulsifying Agent, E452(i))",4,Concerning
"NATURAL FOOD COLOUR (150), WHOLE WHEAT FLOUR(ATTA), Glucose, toned milk dahi",2,Safe
"REFINED PALM OIL, OATS, EDIBLE COMMON SALT, LIQUID GLUCOSE, HYDROGENATED VEGETABLE FAT, Cumin Seed",4,Concerning
REFINED WHEAT FLOUR (MAIDA); Jaggery; IODISED SALT,3,Moderate
"thickener (508), Acidity regulators (5000), 5010))&170(0)), Acidity Regular (Ins-330), INVERT SUGAR SYRUP",4,Concerning
"Palmolein, SUGAR, Toned Milk, RICE FLAKES, Malt Extract, EDIBLE COMMON SALT, REFINED WHEAT FLOUR, TOMATO POWDER, Anticaking Agent E551, REFINED PALM OIL, Refined Palmolein oil, Hydrogenated Vegetable Oil",4,Concerning
"SUGAR, Edible starch, TURMERIC POWDER, Wheat Bran, milk solids, SALT",2,Safe
